+---+-----------------------------+---------------+------------+
| k | correct_classification_rate |   test_time   | train_time |
+---+-----------------------------+---------------+------------+
| 1 |            0.9248           | 39.6696369648 |     0      |
| 2 |            0.9112           | 39.3113679886 |     0      |
| 3 |            0.908            | 39.0290629864 |     0      |
| 4 |            0.9052           | 39.2230648994 |     0      |
| 5 |            0.9028           | 39.0222921371 |     0      |
+---+-----------------------------+---------------+------------+
